2101209601344,9601344 เครื่องมัดกล่องมือโยกจีน Eagle one/SPOA,ตัว,
2101209990012,เครื่องตัดไม้ รุ่น GCM10  ขนาด 10" (เลื่อยองศา)/BOSCH,ตัว,
2101209990023,เครื่องตบดิน 5.5 HP GX160+อุปกรณ์/HONDA,ตัว,
2101210200018,HM1305เครื่องสกัด/มากิต้า,ตัว,
2101210200025,9310338 สกัดหุ้มยาง ปากแบน ขนาด 10 นิ้ว/SPOA,ด้าม,
2101210200032,9310598 สกัดหุ้มยาง ปากแหลม ขนาด 10 นิ้ว/SPOA,ด้าม,
2101210400029,สิ่วตอก 1/2" /solex,อัน,
2101210400036,สิ่วตอก 1" /solex,อัน,
2101210400050,สิ่วตอก 1 1/2" /solex,อัน,
2101230400016,โฮลซอเจาะไม้7ตัว/ชุด,ดอก,
2101230400023,โฮลซอเจาะลูกบิดฟันเลื่อย,ดอก,
2101230400030,โฮลซอเจาะลูกบิด4เขี้ยว,ดอก,
2101240100029,Model9401เครื่องขัดกระดาษทราย/Makita,ชิ้น,
2101240200019,Model9015Bเครื่องขัด/Makita,ชิ้น,
2101240200026,Model9218Bเครื่องขัดเงา/Makita,ชิ้น,
2101270100013,WS6-100เครื่องเจียร์ 4"670W AEG/AEG,เครื่อง,
2101270100020,เครื่องเจียร์ รุ่น MT 900 ขนาด 7"/Maktec,ตัว,
2101270100037,เครื่องเจียร์ รุ่น MT 954 ขนาด 4"/Maktec,ตัว,
2101270100044,เครื่องเจียร์ รุ่น MT 958 ขนาด 4" (รอบสูง)/Maktec,ตัว,
2101270100051,เครื่องเจียร์ รุ่น 9500NB  ขนาด 4" (ญี่ปุ่น)/Makita,ตัว,
2101270100068,เครื่องเจียร์ รุ่น 9553BX  ขนาด 4"/Makita,ตัว,
2101270100082,เครื่องเจียร์ รุ่น GWS 5-100  ขนาด 4" (วัตต์ต่ำ)/BOSCH,ตัว,
2101270100105,เครื่องเจียร์MX 900 (180 mm.)/Maxima,ตัว,
2101270100129,เครื่องเจียร์รุ่น MX 9523 ขนาด 4 นิ้ว(100 mm.)/Maxima,ตัว,
2101270100136,เครื่องเจียร์รุ่น MX 6-100 ขนาด 4 นิ้ว(100 mm.)/Maxima,ตัว,
2101270100143,เครื่องเจียร์รุ่น MX-9500N ขนาด 4 นิ้ว (100 มิล)/Maxma,ตัว,
2101270200010,Model2414NBเครื่องตัด355MM(14)PortableCut/Off/Makita,ชิ้น,
2101270200065,โฮลซอเจาะเหล็กLoukyStar30mm/ซีไอที,อัน,
2101270200089,SMT355แท่นตัดไฟเบอร์ 14'' AEG/AEG,ตัว,
2101270200096,เครื่องตัดไฟเบอร์  รุ่น MT 241  ขนาด 14"/Maktec,ตัว,
2101270200102,เครื่องตัดไฟเบอร์ รุ่น 2414NB  ขนาด 14"/Makita,ตัว,
2101270200119,แท่นตัดไฟ GCO 2 14" (2000w)/BOSCH,ตัว,
2101270200140,เครื่องตัดไฟเบอร์ MG-355 ขนาด 14 นิ้ว/Maxma,ตัว,
2101290200014,ตู้เชื่อม ทองแดงแท้ 100% ขนาด 250A/Maxima,ตู้,
2101290200025,ตู้เชื่อม ขนาด 160 A/SUMO,ตู้,
2101290200032,ตู้เชื่อม ขนาด 200 A/SUMO,ตู้,
2101290200038,ตู้เชื่อม ทองแดงแท้ 100% ขนาด 500A/Maxima,ตู้,
2101290200045,ตู้เชื่อมงานต่อเนื่อง (มีพัดลม)ขนาด 300A  /Maxima,ตู้,
2101290200069,ตู้เชื่อมงานต่อเนื่อง (มีพัดลม)ขนาด 250A  /Maxima,ตู้,
2101300200010,Model3501WGrooreCotterเครื่องเซาะร่อง/Makita,ชิ้น,
2101310100010,PT 560เครื่องเป่าลมร้อน AEG/AEG,ตัว,
